o_n,o_d,a_n,a_d,period
48247,46946,13037,11132,24839
95203,14362,96205,22569,787330
6575,4217,54095,46024,156103
51681,26134,23012,3123,51683
91264,8991,85690,23721,1110587
33255,5471,6093,4693,65561
55995,16433,9912,1595,39209
82453,11684,13765,12852,187834
88424,87039,7148,5521,12870
98371,40724,42797,36156,190715
20165,9272,48313,12934,133202
82991,26369,1658,31,5316
47467,15511,24643,15226,122007
95389,55158,14415,1877,28175
71978,29059,76252,36695,279766
64775,53251,49720,3881,65200
6030,1793,92345,58138,506086
63821,45541,70237,32470,143933
94165,59031,94205,14974,174160
64590,63131,99681,6751,108892
33649,27667,2531,1668,5107
66783,44189,64001,16964,122362
89897,72224,57989,57632,143913
15923,11746,81033,43111,168291
81661,759,63757,15695,8548260
37729,8039,46757,39654,405548
35929,21091,19707,4619,41440
70975,70391,55604,3815,59912
94825,12606,71635,37358,819868
45658,43371,72687,60443,140150
49484,43833,40612,1381,47407
2115,1987,25940,19753,48637
16028,2129,92114,60249,1147052
38507,12035,49319,21683,227177
58306,27173,54073,16,116061
65730,52141,46271,23681,88183
47565,30718,30908,28859,92546
26542,435,86515,4976,5582424
1098,121,89991,45574,1230168
18992,7127,80201,7328,233247
73612,57875,34846,17295,66319
52039,13612,77620,4549,314134
95534,89637,17329,9833,28949
8502,3167,46317,1792,129151
40919,36568,55947,33007,99538
9903,4162,56554,15995,172622
87524,83467,44075,9002,55657
75697,66505,75711,68521,164167
2280,877,67507,37344,272588
41579,38388,69345,33728,111641
49083,17680,89261,56239,403936
1927,506,90265,13543,395332
47377,18694,81493,55927,348270
62892,52193,51473,26140,93523
19438,5759,36439,4201,137170
92503,21510,15135,7153,95849
98171,18053,54003,30509,459570
71473,21357,63453,48814,375711
64807,11900,50547,42002,504019
24320,3107,93697,73943,1312199
32411,4448,7252,3695,79767
84821,49832,74163,54871,219634
22668,20935,59913,45307,113930
79680,39527,90278,34291,251111
13669,10956,97731,29260,158437
34236,28241,86032,32847,144114
85029,51952,16930,9439,43158
78795,72086,48775,16143,70960
21391,3640,58834,44593,607804
57083,12971,65699,61191,558420
76415,2168,98228,57511,5489297
21397,16332,89954,19481,143374
93325,60091,93271,78880,267361
44657,19935,85847,6614,207125
82859,58564,80661,74554,219605
80374,29377,8530,6313,40610
33013,10224,36026,21537,185869
17947,3756,62060,29193,436027
49613,13857,58326,44537,368286
68549,21140,73417,34807,350929
43154,17609,14580,6661,52054
11597,6773,10191,2510,21747
56528,21175,61109,6210,179712
52463,23012,23350,18457,95312
21589,11571,69069,19007,164330
75255,7976,15757,14493,285415
3586,2833,75429,63434,175772
39551,4569,48325,37479,742752
83194,69587,38338,3007,49429
90841,88194,79771,8654,91079
86312,65213,46634,27933,98692
38371,4925,54748,29493,656327
32057,30035,20249,3941,25819
90141,84832,9912,241,10789
40085,5013,23465,20678,352977
24038,17151,20379,9629,42058
9161,4624,79969,7983,174249
17071,5768,96981,44246,417976
61739,14918,7280,6821,58358
10312,1395,37746,22897,448280
29431,20047,63365,15944,116434
81569,45473,11189,5556,30037
74651,1362,75380,74487,8214186
67703,45629,12136,10395,33431
36149,32936,77471,41086,130123
63093,49040,58426,17105,97175
56407,46569,63212,24887,106710
72510,37373,43616,24541,132236
5855,2036,88693,3794,265968
16719,9527,61979,55559,206268
69619,32187,67629,40504,233887
55705,42214,35164,5961,54268
9101,5622,2371,1896,6908
66487,7584,2222,1809,35339
61903,57938,55294,45501,107693
88969,13472,23690,10869,228227
49945,23418,99227,42864,303046
45676,40503,680,113,894
37355,7439,34750,16649,258101
96146,48739,52209,19315,141094
2129,1150,66241,45144,206208
1082,263,2803,615,14062
33077,14015,61575,43459,247893
97765,15246,30444,17677,308576
61101,46838,65375,40484,138095
66675,36973,87398,1361,160063
83199,30427,33195,7346,110854
43375,17854,28616,11197,96723
56221,20469,6475,5637,33267
25365,5956,26563,16119,181771
68671,27088,96212,26713,311628
91833,56018,98807,50058,244042
51983,21389,39322,2801,102374
45682,25681,13763,6119,35366
94097,93975,29711,23220,53000
22474,7833,50615,36192,249062
35521,1942,11128,9817,383104
95978,80683,73939,18676,110172
33129,32903,51575,22546,74630
28075,17601,29195,14201,69220
81707,73523,30933,23087,60033
4229,2999,33761,3712,52842
46579,18608,74203,10677,212469
7685,7543,31235,17533,49687
34641,18805,38107,27963,121709
37813,18616,92341,47458,283961
7901,898,27621,17797,399607
73397,50324,78420,59299,200861
56138,37639,17731,11556,43681
89231,85031,90339,84511,183487
14499,4721,58608,26947,262754
78117,55394,17601,8465,36759
36468,31303,19198,2541,25326
44009,26868,857,277,1857
46699,38150,98690,76649,214631
3521,1579,80427,14479,211630
50220,45547,79199,61220,154826
66359,6348,56623,49499,1109350
3299,1414,70592,47601,275756
95277,65192,25749,17575,63317
40642,8381,96851,390,471551
10546,2073,13487,1137,74397
73007,71359,99427,37777,140373
69220,62161,3425,2236,6303
82837,38727,1879,1415,7046
46106,13195,40744,9025,173903
45308,28767,58395,6413,102073
93129,2246,68563,54029,5083202
81884,20575,17265,11929,116185
86172,20323,48671,44764,396175
95492,67047,44511,11759,80142
92342,29737,92087,66959,493884
33137,10046,96904,35409,436438
63697,17066,66785,13538,299797
14272,6803,57877,32936,190517
54907,717,22125,5171,2090294
35518,19679,99173,31384,235638
11175,9257,62429,7788,84765
66288,14831,75919,9871,383443
98746,47511,18352,9461,57806
17030,13181,76854,45101,157567
8240,2289,65007,63013,460849
24251,1373,89341,86762,3110469
21738,15487,74796,69259,202199
40895,21517,63098,3197,126000
67303,28689,62975,41609,245349
11500,10411,28329,13586,46300
37677,6793,21219,18292,219146
24371,12404,29783,26008,109616
26717,14947,97747,12979,197917
85648,80133,83542,78205,172879
40427,26589,48341,20800,105125
32717,17026,13795,9467,44700
18316,13301,41117,33093,102190
29681,101,44347,39895,24756305
53647,38481,47077,367,66142
66761,37315,16157,8614,44318
71358,35825,91627,50878,283849
66559,28110,92325,61997,365404
78434,42925,45709,39787,156222
82274,36687,40663,8759,110833
49046,21389,41307,30580,164840
8669,3092,39931,9522,138651
17759,15899,26434,18651,50359
18969,12599,77541,51031,193578
39585,18181,83726,37017,262891
87313,10289,25971,6821,278275
47901,9116,22374,6365,151012
1214,797,53773,53552,163479
96286,78681,2849,569,4183
28272,25559,4483,777,5818
15871,5502,66159,66154,381668
13818,3553,16334,12211,111014
1221,1207,88750,22243,112280
15255,3031,44710,36871,410597
99446,50019,12439,6024,36707
88203,37247,11743,9004,49130
6838,6767,48796,38675,88388
185,142,90359,39884,169683
4126,163,68998,36667,2674686
6823,4008,49505,41227,154457
8075,827,17153,2337,190304
44320,27783,51925,2279,86467
55371,14257,32147,21924,209999
69515,36331,81998,70227,291264
30325,17937,44313,37760,138756
16145,8793,20417,6701,49792
2708,5,36231,32182,37052481
69079,67692,7471,9,7634
23801,3194,51411,4712,418216
74242,46623,8069,3461,18360
15209,49,53150,47799,31333334
83133,65980,45739,32450,98516
32903,6401,23997,14254,196621
49293,31312,35071,4562,62392
79467,54073,73099,64379,202041
8191,1012,80519,32547,915142
8619,8383,70654,25631,98996
11481,1876,46358,16117,382343
23341,19763,49793,45912,113032
81424,11825,46795,13109,412484
67894,33565,59172,16657,153384
98455,27032,86156,79413,603030
18047,1917,73901,500,700425
48337,11819,47601,10084,235919
37688,281,43719,16619,8092592
34449,9457,39299,17977,208639
56801,6524,83019,68036,1315156
81311,4631,2173,670,49917
37491,26759,5609,1480,9932
79844,5117,45277,31108,1191887
22131,13625,31665,20666,85001
45203,14685,2945,36,9176
66650,13001,88799,82190,876580
79991,54966,43662,16895,88127
72353,40190,9997,9573,35232
84655,63199,77666,21679,133072
37380,16501,44909,37172,185940
49515,30967,96451,93127,303128
7949,5742,62915,26084,123207
46421,28354,2287,1248,5788
50303,23743,83710,17123,213629
53190,12959,552,539,4478
66618,24307,50179,2830,145282
80926,35791,13315,10962,54892
3863,1191,30301,28017,189154
16727,13639,84844,23207,132515
78557,73156,83176,25189,116365
19221,4658,26617,478,111806
17081,15271,85663,16117,113844
64744,15535,71515,35209,444785
84881,39035,62035,16088,169878
82115,5178,65753,11838,1230472
79627,77620,475,127,618
32091,9907,55480,28553,272202
3086,1169,24004,22343,122350
32625,26438,97902,10585,133875
24133,16398,19279,5503,36471
46841,26417,76285,20029,170778
17189,7309,47405,18382,154716
79120,3347,65384,19773,2013033
45972,1903,19091,9730,696247
24170,20391,29333,18713,56951
10524,7301,96241,37050,192132
3054,2117,30136,24439,78730
92774,47937,32513,14636,91249
19145,1371,21020,2553,329179
77479,511,54797,6944,9361313
81101,30752,69173,647,184134
37916,7521,41335,32657,373020
96847,86566,93899,74145,188001
43487,28556,22327,582,34888
49735,45278,1565,1107,2935
91669,52592,97230,67999,287998
98471,36906,45961,31212,205910
16964,145,44134,32507,8966468
24707,6908,9515,6557,57483
95405,93848,74690,45861,122551
37543,4579,34345,31414,539154
7978,6917,97723,19947,135719
44422,36301,59874,5893,80480
14803,5088,83237,2251,248719
12165,7664,31032,19405,80058
52634,51725,68316,19519,89379
26257,13791,72707,8035,153727
67540,66933,30187,25240,55929
36353,32822,20297,2373,25109
97985,35293,20707,5257,72085
83939,19203,26375,21531,209404
3133,47,23161,12715,2391479
71765,67077,72417,13768,92209
4641,3637,29908,15487,57927
65417,15777,98233,63574,670909
1208,461,96516,1195,256041
57528,46133,88903,67586,195142
49945,35517,68625,23809,129983
80849,24060,35128,3705,130490
77092,60241,73558,33361,136827
42284,40283,7288,3315,11130
891,541,86746,3653,148883
33587,19783,94712,23061,199952
96646,2059,49286,29863,3715122
48311,29086,79882,59579,231640
90647,23833,93442,54759,563671
74763,61643,23294,15563,47127
86737,54576,98405,67069,262985
45981,9410,56288,36459,453199
12295,7789,27627,15352,67843
51289,32828,51629,36120,137095
46150,22237,40216,14975,114542
23706,23653,59373,10789,70320
29868,14425,10855,7387,37772
32999,10279,61115,50577,358568
25608,3541,3938,2907,49503
87475,34272,60765,39599,256167
85529,44103,93347,83661,343271
44607,42010,95679,68302,174118
30511,27867,48197,4596,57802
98924,86411,4173,1259,6219
84823,81356,62140,19211,84818
17789,4074,20922,6397,119288
6407,1704,29871,26746,212879
95249,76409,64365,47498,139445
47630,20809,21125,3153,55570
31562,2497,61931,53795,1462773
97094,31391,81953,68096,464109
59203,25114,63469,4841,161032
39241,33484,80725,38818,140097
57128,37939,28112,19827,72186
56721,25504,89627,26571,258425
658,531,26973,17777,55453
98187,85358,74436,57653,151942
41268,14021,95777,70705,490006
97801,69202,2886,2867,8130
66305,45577,93111,41224,195430
89710,6823,96688,38257,1774280
14153,5134,24487,11914,100347
14036,4561,97538,72123,522113
3923,3494,4104,1207,5963
25,21,97347,24962,145606
46349,26573,41611,9945,89925
93793,63407,42731,31552,109881
81873,71356,87386,21061,124431
38758,5945,77424,53665,854626
6404,5549,91724,847,106835
36001,17881,38401,28103,133897
1528,741,95713,16918,232254
7071,6022,48410,42213,106409
76415,64193,13621,6068,23438
89716,82693,91659,5926,105873
98508,56455,7873,3186,19297
51871,17185,54263,39038,281618
3082,325,91331,12576,985358
88587,880,31142,24349,5586115
21295,4504,79049,51517,617319
96443,15473,72687,20246,579251
15005,3358,96367,82445,799010
2645,1131,75681,28721,244159
46067,44006,86903,29962,122339
75443,60103,79467,77285,196760
42423,31258,49643,27227,104327
11026,3829,72821,6484,228367
5465,4013,68787,61,93759
92482,48039,49271,20059,133470
32509,23227,76630,14499,127546
86309,76889,78873,4589,93688
70491,60997,21951,7822,34407
85704,60139,95623,54193,213503
6619,1115,44893,43190,522889
70326,19181,22513,1092,86546
90240,60289,55669,12686,102313
25554,2971,32213,31798,550568
68907,28217,24546,10495,85572
99055,68747,15418,13023,40980
30233,671,99373,57863,7084524
78633,4033,52068,9961,1209404
44242,12921,60443,4796,223381
97429,51096,15628,4873,39091
25135,2858,78766,76079,1361802
2236,899,41617,24841,165295
91219,53742,1453,221,2842
9847,9487,97733,45197,148354
58967,10323,16062,8761,141794
29774,26117,18844,10909,33919
58151,16213,13039,10346,83874
60173,42415,82063,15015,137722
87509,16341,89192,88853,953463
43971,26206,49633,27452,129341
1217,751,44200,18301,101283
13729,11585,93516,1783,112935
33867,30437,40163,33158,81584
41702,5997,11219,9004,140627
82414,43387,26200,1481,52581
63836,25175,49886,27337,195814
99163,47105,41199,25772,140983
73889,554,66083,17960,11209121
19869,8633,98135,1099,228389
43522,22567,48227,20471,132489
84159,44288,46808,4089,96718
11144,4465,89132,34311,308096
48110,38833,78971,52139,162431
14520,5081,5963,793,19307
8618,3743,21447,1949,53868
19102,18629,11915,831,13070
83875,13139,38978,32281,454894
19906,6103,93381,89756,597333
19978,11771,25840,10167,61112
88129,25533,76775,20374,335317
9705,4469,91769,8762,218316
73384,55657,67914,58679,166913
40817,11929,57062,18763,259447
21552,19775,88181,15948,113487
12116,1773,46049,33871,546143
88899,62464,693,215,1292
36887,16658,7151,3850,24360
48629,25029,12040,5101,33303
33859,32040,83948,9841,99113
8737,5985,10585,1664,17882
16100,3607,59281,28155,390275
71996,17493,64014,8327,297734
27401,6986,56424,51157,421962
71645,8836,74009,20532,766567
70269,23479,71197,9683,242061
56569,35421,68371,64221,211755
26081,16270,44021,1636,73189
41773,23913,23489,19439,74990
99292,16813,48652,14867,375122
94573,89101,55973,21882,82636
9899,9743,80046,12311,93836
80872,43191,66827,3375,131448
67316,39109,17783,12094,51425
26027,1497,10181,161,179807
71768,71463,32311,7001,39479
64089,13612,11365,7368,88200
1075,431,30765,13679,110853
55185,22834,75769,26438,247013
38835,10154,98818,66275,631415
17350,10071,73087,59642,228661
82077,59207,56207,6989,87607
83348,6559,69772,46259,1474455
64124,23767,13345,666,37802
39570,7049,22561,3763,147771
42698,28275,13808,1001,22363
99217,55476,87273,35845,220192
13618,8851,18717,497,29562
42683,2682,24711,21590,736863
94756,59201,17629,9834,43957
39197,24272,23842,10237,55034
30461,25372,70478,6425,92328
54763,40171,15996,5665,29529
53253,8266,47913,12379,388426
29402,25585,88631,28052,134091
8213,4908,93525,4399,163865
23239,15485,97121,90408,281433
46538,18503,95157,53398,373640
34581,15595,59105,45873,232782
85791,25142,73545,73229,500831
90882,44105,66025,52999,245258
77836,17131,2561,683,14740
24768,15745,96853,2148,155735
69052,28381,69619,37313,260169
96829,57709,81105,72779,258199
3464,41,5370,4709,851553
2552,2087,97625,92239,232167
16792,2753,98636,86463,1129017
45593,41375,4828,3585,9271
11585,2862,83068,20817,420513
13144,3009,37141,25412,273246
99365,46049,3944,2497,13899
29475,26057,93790,34923,145596
97006,47301,57607,7399,133316
10505,6327,52991,44142,161274
35317,33159,32600,4263,39262
61855,11683,17585,3942,113973
98335,3384,91222,74513,4816061
99531,35056,9534,5687,43215
2165,352,19746,16907,225437
6913,532,84501,24506,1416476
93809,85851,34963,8382,47362
4799,1733,85730,43259,357195
27989,12059,68113,17050,197664
56146,14379,65292,36713,398302
32026,17019,30263,17891,90615
94161,49645,68261,7341,143393
76588,71291,6704,6069,13722
23995,15883,44869,9786,82570
29660,12051,25766,1093,66106
4811,132,91284,48695,5101811
30363,5701,94958,28845,659363
42036,5441,12293,9748,170284
55190,13693,95600,79771,706838
98984,65345,92310,59377,229774
18794,8425,98069,23850,271970
62962,1875,93700,82041,5901336
11185,2593,13067,975,60570
47171,10160,21541,4207,119543
34595,29141,8087,3471,13721
91155,53036,58889,25402,144874
67227,32795,23531,986,50258
88428,16483,97720,36397,719511
91441,57786,2951,1427,6928
99269,63978,23823,22435,71775
46353,43766,97340,10953,114694
41955,34703,6883,1730,10413
25117,456,40970,11267,2877274
9031,3618,20236,4615,62031
1789,1517,25054,7011,37815
90305,51952,67981,7090,130492
74021,16384,20657,20402,185499
31652,12195,8401,1752,26352
94709,54851,26401,3181,51078
2621,1796,76721,32047,158731
39835,39266,34366,31059,66373
50299,39688,76537,45351,154476
17341,2531,14989,11365,180563
73707,42917,74291,24555,169761
84815,73642,96049,12312,124801
52050,30283,93161,63401,269096
98835,53318,2431,215,4905
73519,69904,8725,8324,17931
22981,20921,47211,32762,87847
97608,70843,72735,34459,147692
52743,39203,82328,47241,174320
85111,42743,60865,44489,209784
63092,31785,31594,17815,98075
97454,6767,17011,11820,415206
72410,45993,60301,45448,166488
68365,67327,50509,15675,67204
89797,48406,35846,7349,80130
55403,31750,70186,453,123263
99080,97981,68361,35665,105193
24634,11161,98275,88934,413198
51569,16778,73365,51298,383165
52913,26723,94169,2803,192010
34238,1085,2909,1951,153361
57947,16480,88951,38803,449209
92923,87382,77963,4466,87656
95837,52160,76785,53449,239288
74096,42245,70489,41376,196206
44685,11324,47801,3481,202361
65719,56684,35905,18866,63501
52938,2831,46911,2924,931885
1811,1198,84871,3796,134037
28503,11146,94935,30311,320284
38213,18372,25731,23081,101527
3359,2140,69527,61681,205948
66085,44592,89353,58717,219439
17471,14742,4476,851,6313
47935,10008,80748,19571,480495
52401,24679,48920,28481,164345
76705,63859,35714,14163,59911
36604,7753,98617,77104,829626
37977,29326,65147,52248,152025
28549,1444,30365,24209,1078970
29603,18482,13084,11871,39971
46433,32682,81376,37141,168384
5717,5109,2780,1391,4667
28091,22998,79979,29742,134019
99917,67379,80150,44419,184725
6470,6213,22040,18349,42060
84312,2593,29892,25853,1812562
95983,67354,40531,10506,72730
21063,7754,93503,56444,407316
90132,73349,92743,8425,124316
